DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
20150106 000000,,76.0,89.0,,Senegal
20150106 000000,,76.0,90.0,,Senegal
20150106 000000,,80.0,94.0,,Senegal
20150106 000000,,52.0,62.0,,Tunisia
20150106 000000,,58.0,69.0,,Egypt
20150106 000000,,54.0,,,Egypt
20150107 000000,,70.0,,,Senegal
20150107 000000,,77.0,94.0,,Senegal
20150107 000000,,55.0,61.0,,Egypt
20150107 000000,,79.0,,,Angola
20150107 000000,,55.0,66.0,44.0,Egypt
20150107 000000,,57.0,68.0,48.0,Egypt
20150107 000000,0.0,49.0,61.0,,Tunisia
20150107 000000,,72.0,,,Senegal
20150107 000000,,82.0,97.0,66.0,Senegal
20150107 000000,,49.0,,,Tunisia
20150107 000000,,79.0,87.0,,Cameroon
20150107 000000,,74.0,83.0,,Senegal
20150107 000000,,73.0,92.0,,Senegal
20150107 000000,,75.0,97.0,,Senegal
20150107 000000,,50.0,59.0,41.0,Egypt
20150107 000000,,77.0,,,Angola
20150107 000000,,80.0,96.0,68.0,Senegal
20150107 000000,0.0,53.0,63.0,46.0,Tunisia
20150107 000000,0.0,46.0,61.0,,Tunisia
20150107 000000,,78.0,95.0,,Senegal
20150107 000000,,53.0,63.0,42.0,Egypt
20150107 000000,0.43,49.0,54.0,43.0,Egypt
20150107 000000,,78.0,84.0,,Senegal
20150107 000000,,77.0,93.0,,Senegal
20150107 000000,0.79,51.0,54.0,45.0,Egypt
20150107 000000,,71.0,76.0,70.0,Senegal
20150107 000000,0.01,48.0,53.0,,Egypt
20150107 000000,,53.0,65.0,37.0,Egypt
20150107 000000,,80.0,,,Cameroon
20150107 000000,,78.0,91.0,66.0,Senegal
20150107 000000,0.2,45.0,54.0,39.0,Egypt
20150107 000000,0.0,52.0,65.0,,Tunisia
20150107 000000,,71.0,83.0,,Cameroon
20150107 000000,,53.0,60.0,,Egypt
20150108 000000,,76.0,,,Senegal
20150108 000000,0.0,55.0,64.0,49.0,Tunisia
20150108 000000,,51.0,60.0,42.0,Egypt
20150108 000000,0.0,53.0,67.0,,Tunisia
20150108 000000,,71.0,85.0,,Senegal
20150108 000000,,79.0,94.0,,Senegal
20150108 000000,0.0,52.0,54.0,49.0,Egypt
20150108 000000,,75.0,84.0,,Senegal
20150108 000000,0.0,49.0,65.0,35.0,Tunisia
20150108 000000,0.39,49.0,53.0,44.0,Egypt
20150108 000000,,51.0,60.0,44.0,Egypt
20150108 000000,,78.0,87.0,,Senegal
20150108 000000,0.02,48.0,52.0,43.0,Egypt
20150108 000000,,68.0,83.0,48.0,Cameroon
20150108 000000,,82.0,90.0,,Cameroon
20150108 000000,,75.0,,,Senegal
20150108 000000,,73.0,87.0,,Senegal
20150108 000000,,76.0,87.0,58.0,Cameroon
20150108 000000,,53.0,62.0,44.0,Egypt
20150108 000000,,75.0,,,Angola
20150108 000000,,91.0,93.0,,Senegal
20150108 000000,,73.0,86.0,,Senegal
20150108 000000,,76.0,85.0,,Senegal
20150108 000000,,55.0,62.0,48.0,Egypt
20150108 000000,,49.0,58.0,36.0,Egypt
20150108 000000,0.0,46.0,54.0,41.0,Egypt
20150108 000000,,51.0,60.0,41.0,Egypt
20150108 000000,,78.0,91.0,,Senegal
20150108 000000,,48.0,,,Tunisia
20150108 000000,,81.0,,,Angola
20150108 000000,,82.0,,,Senegal
20150108 000000,0.0,48.0,63.0,,Tunisia
20150108 000000,,70.0,74.0,68.0,Senegal
20150109 000000,,67.0,80.0,49.0,Cameroon
20150109 000000,0.0,51.0,61.0,42.0,Tunisia
20150109 000000,,51.0,59.0,42.0,Egypt
20150109 000000,,81.0,,66.0,Senegal
20150109 000000,,55.0,63.0,49.0,Egypt
20150109 000000,0.0,56.0,63.0,50.0,Tunisia
20150109 000000,,70.0,,60.0,Angola
20150109 000000,,76.0,91.0,60.0,Senegal
20150109 000000,,70.0,74.0,,Senegal
20150109 000000,0.12,51.0,57.0,46.0,Egypt
20150109 000000,0.0,55.0,,44.0,Tunisia
20150109 000000,0.12,51.0,55.0,,Egypt
20150109 000000,,75.0,88.0,,Senegal
20150109 000000,,76.0,91.0,,Senegal
20150109 000000,,80.0,88.0,,Angola
20150109 000000,,53.0,59.0,46.0,Egypt
20150109 000000,,48.0,57.0,41.0,Egypt
20150109 000000,,52.0,,42.0,Egypt
20150109 000000,0.0,46.0,51.0,,Egypt
20150109 000000,0.0,49.0,,,Tunisia
20150109 000000,,80.0,96.0,,Senegal
20150109 000000,,79.0,88.0,,Senegal
20150109 000000,,49.0,59.0,41.0,Egypt
20150109 000000,,77.0,91.0,65.0,Senegal
20150109 000000,,77.0,92.0,,Senegal
20150109 000000,,71.0,85.0,64.0,Senegal
20150109 000000,,71.0,,62.0,Senegal
20150109 000000,,78.0,99.0,63.0,Senegal
20150109 000000,,47.0,,,Tunisia
20150109 000000,,75.0,87.0,58.0,Cameroon
20150109 000000,,83.0,97.0,70.0,Senegal
20150109 000000,,82.0,93.0,74.0,Cameroon
20150110 000000,0.04,55.0,,,Egypt
20150110 000000,,49.0,55.0,,Egypt
20150110 000000,,82.0,91.0,,Senegal
20150110 000000,,72.0,85.0,,Senegal
20150110 000000,,51.0,,,Tunisia
20150110 000000,,70.0,73.0,,Senegal
20150110 000000,,79.0,90.0,,Senegal
20150110 000000,0.0,59.0,76.0,,Tunisia
20150110 000000,0.0,51.0,57.0,47.0,Egypt
20150110 000000,,74.0,87.0,66.0,Senegal
20150110 000000,,47.0,60.0,38.0,Egypt
20150110 000000,,82.0,96.0,67.0,Senegal
20150110 000000,,81.0,,,Angola
20150110 000000,,80.0,95.0,,Senegal
20150110 000000,,77.0,92.0,,Senegal
20150110 000000,,78.0,90.0,,Senegal
20150110 000000,,74.0,83.0,63.0,Cameroon
20150110 000000,,47.0,58.0,,Egypt
20150110 000000,0.0,51.0,63.0,34.0,Tunisia
20150110 000000,,52.0,60.0,40.0,Egypt
20150110 000000,,64.0,76.0,48.0,Cameroon
20150110 000000,0.0,60.0,,51.0,Tunisia
20150110 000000,,74.0,,63.0,Senegal
20150110 000000,,79.0,94.0,,Senegal
20150110 000000,,50.0,60.0,40.0,Egypt
20150110 000000,0.0,54.0,69.0,42.0,Tunisia
20150110 000000,,77.0,94.0,,Senegal
20150110 000000,,53.0,,46.0,Egypt
20150110 000000,,72.0,,,Angola
20150110 000000,,50.0,60.0,41.0,Egypt
20150110 000000,,51.0,60.0,42.0,Egypt
20150110 000000,,81.0,93.0,,Cameroon
20150111 000000,,75.0,87.0,,Senegal
20150111 000000,,83.0,91.0,,Senegal
20150111 000000,,80.0,87.0,,Angola
20150111 000000,,49.0,65.0,35.0,Egypt
20150111 000000,,74.0,85.0,,Senegal
20150111 000000,0.0,78.0,,66.0,Cameroon
20150111 000000,0.0,56.0,72.0,,Tunisia
20150111 000000,,72.0,,57.0,Cameroon
20150111 000000,0.0,62.0,79.0,49.0,Tunisia
20150111 000000,,53.0,67.0,39.0,Egypt
20150111 000000,0.0,60.0,72.0,51.0,Tunisia
20150111 000000,,77.0,90.0,,Senegal
20150111 000000,,56.0,69.0,43.0,Egypt
20150111 000000,0.0,54.0,69.0,38.0,Tunisia
20150111 000000,0.16,52.0,62.0,,Egypt
20150111 000000,,53.0,67.0,38.0,Egypt
20150111 000000,,51.0,64.0,37.0,Egypt
20150111 000000,,51.0,62.0,38.0,Egypt
20150111 000000,,64.0,,45.0,Cameroon
20150111 000000,,77.0,90.0,69.0,Senegal
20150111 000000,,77.0,,,Angola
20150111 000000,,76.0,91.0,66.0,Senegal
20150111 000000,,76.0,96.0,,Senegal
20150111 000000,,56.0,66.0,51.0,Egypt
20150111 000000,,54.0,,,Tunisia
20150111 000000,,78.0,87.0,,Senegal
20150111 000000,,77.0,91.0,,Senegal
20150111 000000,,71.0,,67.0,Senegal
20150111 000000,,58.0,66.0,,Egypt
20150111 000000,,80.0,96.0,70.0,Senegal
20150111 000000,0.31,57.0,65.0,,Egypt
20150111 000000,,75.0,90.0,65.0,Senegal
20150112 000000,,80.0,96.0,62.0,Senegal
20150112 000000,,51.0,,,Tunisia
20150112 000000,,58.0,72.0,43.0,Egypt
20150112 000000,,76.0,90.0,64.0,Senegal
20150112 000000,,52.0,69.0,38.0,Egypt
20150112 000000,,70.0,,60.0,Angola
20150112 000000,,79.0,92.0,67.0,Cameroon
20150112 000000,,79.0,90.0,,Senegal
20150112 000000,0.0,57.0,63.0,,Tunisia
20150112 000000,,81.0,95.0,65.0,Senegal
20150112 000000,,73.0,87.0,66.0,Senegal
20150112 000000,,78.0,94.0,67.0,Senegal
20150112 000000,0.0,59.0,,,Tunisia
20150112 000000,,78.0,88.0,68.0,Senegal
20150112 000000,0.0,55.0,64.0,,Egypt
20150112 000000,,59.0,75.0,,Egypt
20150112 000000,,76.0,91.0,,Senegal
20150112 000000,,55.0,69.0,42.0,Egypt
20150112 000000,,79.0,,,Senegal
20150112 000000,0.0,50.0,63.0,41.0,Egypt
20150112 000000,,63.0,68.0,,Egypt
20150112 000000,,80.0,87.0,,Angola
20150112 000000,,70.0,,67.0,Senegal
20150112 000000,,60.0,69.0,51.0,Egypt
20150112 000000,0.0,55.0,66.0,,Tunisia
20150112 000000,0.0,54.0,62.0,,Tunisia
20150112 000000,,72.0,82.0,55.0,Cameroon
20150112 000000,,55.0,71.0,40.0,Egypt
20150112 000000,,81.0,87.0,,Senegal
20150112 000000,,58.0,67.0,50.0,Egypt
20150112 000000,,74.0,90.0,,Senegal
20150112 000000,,64.0,82.0,44.0,Cameroon
20150112 000000,,55.0,69.0,43.0,Egypt
20150112 000000,,75.0,95.0,,Senegal
20150113 000000,,54.0,69.0,45.0,Egypt
20150113 000000,,68.0,83.0,,Cameroon
20150113 000000,,48.0,57.0,,Egypt
20150113 000000,,71.0,82.0,66.0,Senegal
20150113 000000,0.0,48.0,,,Tunisia
20150113 000000,,60.0,79.0,,Egypt
20150113 000000,,81.0,89.0,66.0,Senegal
20150113 000000,,60.0,,,Egypt
20150113 000000,,81.0,94.0,,Senegal
20150113 000000,0.0,50.0,,35.0,Tunisia
20150113 000000,,73.0,86.0,67.0,Senegal
20150113 000000,,58.0,70.0,46.0,Egypt
20150113 000000,,51.0,,,Tunisia
20150113 000000,,55.0,70.0,,Egypt
20150113 000000,,80.0,94.0,,Senegal
20150113 000000,,74.0,,,Cameroon
20150113 000000,,82.0,95.0,65.0,Senegal
20150113 000000,,58.0,72.0,41.0,Egypt
20150113 000000,,80.0,89.0,,Senegal
20150113 000000,,79.0,,,Cameroon
20150113 000000,0.0,54.0,69.0,46.0,Tunisia
20150113 000000,,80.0,89.0,,Senegal
20150113 000000,,80.0,87.0,,Angola
20150113 000000,,79.0,95.0,,Senegal
20150113 000000,,56.0,70.0,43.0,Egypt
20150113 000000,,56.0,62.0,,Egypt
20150113 000000,,58.0,64.0,,Egypt
20150113 000000,,71.0,79.0,,Angola
20150113 000000,,79.0,,67.0,Senegal
20150113 000000,,69.0,74.0,66.0,Senegal
20150113 000000,,84.0,96.0,66.0,Senegal
20150113 000000,,75.0,89.0,,Senegal
20150113 000000,0.0,54.0,67.0,,Tunisia
20150113 000000,,54.0,,,Egypt
20150114 000000,,58.0,71.0,49.0,Egypt
20150114 000000,,81.0,96.0,62.0,Senegal
20150114 000000,,81.0,,,Senegal
20150114 000000,,83.0,98.0,,Senegal
20150114 000000,,50.0,57.0,44.0,Egypt
20150114 000000,,53.0,,,Egypt
20150114 000000,,56.0,66.0,42.0,Egypt
20150114 000000,,81.0,97.0,,Senegal
20150114 000000,0.0,52.0,63.0,44.0,Tunisia
20150114 000000,0.0,58.0,78.0,47.0,Tunisia
20150114 000000,,75.0,89.0,54.0,Cameroon
20150114 000000,,71.0,91.0,,Senegal
20150114 000000,,61.0,73.0,49.0,Egypt
20150114 000000,,79.0,93.0,,Senegal
20150114 000000,,81.0,100.0,,Senegal
20150114 000000,,72.0,90.0,,Senegal
20150114 000000,,68.0,83.0,47.0,Cameroon
20150114 000000,,82.0,93.0,,Senegal
20150114 000000,,69.0,74.0,65.0,Senegal
20150114 000000,,50.0,58.0,42.0,Egypt
20150114 000000,,53.0,,,Tunisia
20150114 000000,,76.0,92.0,64.0,Senegal
20150114 000000,,80.0,96.0,,Senegal
20150114 000000,,70.0,,59.0,Angola
20150114 000000,,80.0,96.0,64.0,Senegal
20150114 000000,,49.0,62.0,36.0,Egypt
20150114 000000,0.0,59.0,,49.0,Tunisia
20150114 000000,,54.0,64.0,42.0,Egypt
20150114 000000,0.0,55.0,71.0,,Tunisia
20150114 000000,,52.0,58.0,43.0,Egypt
20150114 000000,,53.0,62.0,42.0,Egypt
20150114 000000,,80.0,,70.0,Cameroon
20150114 000000,,55.0,66.0,46.0,Egypt
20150114 000000,,81.0,88.0,77.0,Angola
20150115 000000,,80.0,96.0,66.0,Senegal
20150115 000000,,77.0,,,Cameroon
20150115 000000,,54.0,68.0,40.0,Egypt
20150115 000000,,80.0,96.0,64.0,Senegal
20150115 000000,,77.0,92.0,,Senegal
20150115 000000,0.0,52.0,67.0,36.0,Tunisia
20150115 000000,,66.0,,,Angola
20150115 000000,,55.0,66.0,49.0,Egypt
20150115 000000,,53.0,,,Tunisia
20150115 000000,,80.0,99.0,62.0,Senegal
20150115 000000,,75.0,,,Senegal
20150115 000000,,60.0,,50.0,Egypt
20150115 000000,0.0,54.0,67.0,40.0,Tunisia
20150115 000000,,55.0,,48.0,Egypt
20150115 000000,,78.0,97.0,64.0,Senegal
20150115 000000,,75.0,89.0,,Senegal
20150115 000000,,74.0,90.0,,Senegal
20150115 000000,,56.0,69.0,,Egypt
20150115 000000,,82.0,,77.0,Angola
20150115 000000,,55.0,65.0,45.0,Egypt
20150115 000000,,75.0,,62.0,Senegal
20150115 000000,,54.0,67.0,41.0,Egypt
20150115 000000,,54.0,,41.0,Egypt
20150115 000000,0.08,56.0,,,Egypt
20150115 000000,0.0,55.0,67.0,,Tunisia
20150115 000000,,81.0,98.0,64.0,Senegal
20150115 000000,,69.0,74.0,65.0,Senegal
20150115 000000,,80.0,98.0,,Senegal
20150115 000000,,72.0,,,Cameroon
20150115 000000,,56.0,67.0,45.0,Egypt
20150115 000000,,81.0,,,Cameroon
20150115 000000,0.0,58.0,74.0,46.0,Tunisia
20150115 000000,,82.0,91.0,,Senegal
20150115 000000,,53.0,62.0,,Egypt
20150116 000000,,60.0,74.0,49.0,Egypt
20150116 000000,,53.0,62.0,45.0,Egypt
20150116 000000,,82.0,97.0,,Senegal
20150116 000000,0.0,81.0,,72.0,Cameroon
20150116 000000,,84.0,89.0,,Angola
20150116 000000,,70.0,86.0,50.0,Cameroon
20150116 000000,,56.0,,,Tunisia
20150116 000000,,56.0,66.0,48.0,Egypt
20150116 000000,,74.0,94.0,64.0,Senegal
20150116 000000,0.02,60.0,73.0,51.0,Tunisia
20150116 000000,,51.0,67.0,40.0,Egypt
20150116 000000,,80.0,96.0,63.0,Senegal
20150116 000000,,54.0,65.0,,Egypt
20150116 000000,,76.0,96.0,,Senegal
20150116 000000,,58.0,69.0,,Egypt
20150116 000000,,75.0,,,Angola
20150116 000000,,82.0,93.0,,Senegal
20150116 000000,,70.0,76.0,65.0,Senegal
20150116 000000,,80.0,95.0,,Senegal
20150116 000000,,76.0,89.0,57.0,Cameroon
20150116 000000,0.0,61.0,75.0,49.0,Tunisia
20150116 000000,,81.0,99.0,62.0,Senegal
20150116 000000,,56.0,69.0,43.0,Egypt
20150116 000000,,85.0,98.0,,Senegal
20150116 000000,0.0,60.0,72.0,49.0,Tunisia
20150116 000000,0.12,58.0,63.0,49.0,Egypt
20150116 000000,0.08,56.0,65.0,46.0,Egypt
20150116 000000,,56.0,70.0,42.0,Egypt
20150116 000000,,81.0,,64.0,Senegal
20150116 000000,0.03,57.0,69.0,,Tunisia
20150116 000000,,84.0,98.0,66.0,Senegal
20150116 000000,,83.0,91.0,,Senegal
20150116 000000,,57.0,69.0,46.0,Egypt
20150116 000000,,72.0,,63.0,Senegal
20150117 000000,,74.0,94.0,,Senegal
20150117 000000,,81.0,90.0,,Senegal
20150117 000000,,60.0,73.0,48.0,Egypt
20150117 000000,,53.0,61.0,44.0,Egypt
20150117 000000,,76.0,92.0,61.0,Senegal
20150117 000000,0.03,56.0,66.0,45.0,Tunisia
20150117 000000,,82.0,99.0,,Senegal
20150117 000000,0.0,56.0,,,Tunisia
20150117 000000,,85.0,99.0,,Senegal
20150117 000000,0.0,58.0,64.0,49.0,Egypt
20150117 000000,0.0,60.0,65.0,,Egypt
20150117 000000,0.0,51.0,63.0,40.0,Tunisia
20150117 000000,,77.0,95.0,,Senegal
20150117 000000,,57.0,70.0,42.0,Egypt
20150117 000000,0.0,53.0,,45.0,Tunisia
20150117 000000,,53.0,69.0,43.0,Egypt
20150117 000000,,82.0,91.0,74.0,Cameroon
20150117 000000,,58.0,71.0,,Egypt
20150117 000000,,81.0,89.0,79.0,Angola
20150117 000000,,81.0,98.0,,Senegal
20150117 000000,,77.0,,69.0,Senegal
20150117 000000,,72.0,89.0,47.0,Cameroon
20150117 000000,,70.0,76.0,64.0,Senegal
20150117 000000,,87.0,98.0,,Senegal
20150117 000000,,71.0,,,Angola
20150117 000000,,81.0,96.0,69.0,Senegal
20150117 000000,,81.0,96.0,62.0,Senegal
20150117 000000,,50.0,,,Tunisia
20150117 000000,,57.0,70.0,42.0,Egypt
20150117 000000,,55.0,67.0,43.0,Egypt
20150117 000000,,78.0,91.0,58.0,Cameroon
20150117 000000,,80.0,92.0,,Senegal
20150117 000000,,53.0,61.0,,Egypt
20150118 000000,,54.0,,40.0,Egypt
20150118 000000,,52.0,64.0,41.0,Egypt
20150118 000000,,59.0,72.0,,Egypt
20150118 000000,,71.0,90.0,,Senegal
20150118 000000,,52.0,,,Tunisia
20150118 000000,,76.0,95.0,63.0,Senegal
20150118 000000,,81.0,89.0,,Angola
20150118 000000,,71.0,88.0,47.0,Cameroon
20150118 000000,0.0,82.0,,74.0,Cameroon
20150118 000000,,81.0,97.0,66.0,Senegal
20150118 000000,,76.0,96.0,,Senegal
20150118 000000,,56.0,69.0,45.0,Egypt
20150118 000000,0.0,50.0,56.0,,Tunisia
20150118 000000,,78.0,95.0,68.0,Senegal
20150118 000000,,58.0,68.0,47.0,Egypt
20150118 000000,,80.0,99.0,57.0,Senegal
20150118 000000,,60.0,69.0,42.0,Egypt
20150118 000000,,58.0,67.0,49.0,Egypt
20150118 000000,,80.0,94.0,59.0,Cameroon
20150118 000000,0.0,53.0,58.0,,Tunisia
20150118 000000,,78.0,97.0,,Senegal
20150118 000000,,69.0,,,Senegal
20150118 000000,0.13,47.0,49.0,,Tunisia
20150118 000000,0.0,51.0,60.0,,Tunisia
20150118 000000,,55.0,67.0,43.0,Egypt
20150118 000000,,69.0,,,Angola
20150118 000000,,55.0,64.0,45.0,Egypt
20150118 000000,,80.0,91.0,,Senegal
20150118 000000,,62.0,75.0,54.0,Egypt
20150118 000000,,74.0,95.0,,Senegal
20150118 000000,,74.0,90.0,,Senegal
20150118 000000,,75.0,93.0,64.0,Senegal
20150118 000000,,81.0,97.0,,Senegal
20150119 000000,0.21,48.0,,,Tunisia
20150119 000000,0.0,83.0,,,Cameroon
20150119 000000,,72.0,89.0,,Senegal
20150119 000000,,58.0,74.0,43.0,Egypt
20150119 000000,0.48,50.0,60.0,43.0,Tunisia
20150119 000000,,75.0,,,Senegal
20150119 000000,0.26,48.0,58.0,40.0,Tunisia
20150119 000000,,82.0,,60.0,Cameroon
20150119 000000,,73.0,92.0,,Senegal
20150119 000000,,78.0,95.0,64.0,Senegal
20150119 000000,,57.0,67.0,49.0,Egypt
20150119 000000,,81.0,95.0,67.0,Senegal
20150119 000000,,58.0,76.0,40.0,Egypt
20150119 000000,,78.0,,,Cameroon
20150119 000000,,58.0,68.0,48.0,Egypt
20150119 000000,,61.0,77.0,,Egypt
20150119 000000,,79.0,92.0,70.0,Senegal
20150119 000000,0.02,51.0,,,Tunisia
20150119 000000,,76.0,97.0,,Senegal
20150119 000000,,68.0,73.0,66.0,Senegal
20150119 000000,,67.0,,55.0,Angola
20150119 000000,,58.0,69.0,50.0,Egypt
20150119 000000,,77.0,93.0,,Senegal
20150119 000000,,74.0,96.0,,Senegal
20150119 000000,,49.0,,,Tunisia
20150119 000000,,79.0,89.0,,Senegal
20150119 000000,,53.0,64.0,,Egypt
20150119 000000,,62.0,77.0,47.0,Egypt
20150119 000000,,69.0,,59.0,Senegal
20150119 000000,,54.0,69.0,39.0,Egypt
20150119 000000,,81.0,89.0,,Angola
20150119 000000,,78.0,97.0,,Senegal
20150119 000000,,57.0,70.0,44.0,Egypt
20150120 000000,,74.0,86.0,,Senegal
20150120 000000,,78.0,95.0,,Senegal
20150120 000000,,60.0,72.0,47.0,Egypt
20150120 000000,,77.0,91.0,,Senegal
20150120 000000,,80.0,99.0,,Senegal
20150120 000000,,74.0,,,Cameroon
20150120 000000,,82.0,,,Angola
20150120 000000,,72.0,,54.0,Angola
20150120 000000,,76.0,92.0,,Senegal
20150120 000000,,80.0,96.0,,Senegal
20150120 000000,,51.0,,,Tunisia
20150120 000000,,57.0,71.0,49.0,Egypt
20150120 000000,,60.0,80.0,45.0,Egypt
20150120 000000,,57.0,76.0,42.0,Egypt
20150120 000000,,55.0,74.0,39.0,Egypt
20150120 000000,,65.0,81.0,51.0,Egypt
20150120 000000,,60.0,77.0,44.0,Egypt
20150120 000000,,83.0,97.0,64.0,Senegal
20150120 000000,,87.0,,,Cameroon
20150120 000000,0.0,50.0,,,Tunisia
20150120 000000,,80.0,97.0,,Senegal
20150120 000000,,60.0,77.0,46.0,Egypt
20150120 000000,,54.0,,42.0,Egypt
20150120 000000,0.0,53.0,,45.0,Tunisia
20150120 000000,,87.0,96.0,68.0,Senegal
20150120 000000,0.0,53.0,66.0,44.0,Tunisia
20150120 000000,,71.0,87.0,62.0,Senegal
20150120 000000,,83.0,,,Cameroon
20150120 000000,,68.0,73.0,65.0,Senegal
20150120 000000,0.0,50.0,59.0,38.0,Tunisia
20150120 000000,,73.0,90.0,,Senegal
20150120 000000,,56.0,68.0,46.0,Egypt
20150121 000000,,73.0,86.0,,Senegal
20150121 000000,,59.0,80.0,41.0,Egypt
20150121 000000,,84.0,93.0,76.0,Cameroon
20150121 000000,,59.0,,41.0,Egypt
20150121 000000,,63.0,83.0,42.0,Egypt
20150121 000000,,62.0,83.0,48.0,Egypt
20150121 000000,,57.0,78.0,38.0,Egypt
20150121 000000,,85.0,101.0,63.0,Cameroon
20150121 000000,,60.0,75.0,48.0,Egypt
20150121 000000,,81.0,94.0,67.0,Senegal
20150121 000000,,81.0,89.0,,Angola
20150121 000000,,72.0,89.0,64.0,Senegal
20150121 000000,0.0,53.0,65.0,46.0,Tunisia
20150121 000000,,59.0,77.0,43.0,Egypt
20150121 000000,,67.0,85.0,51.0,Egypt
20150121 000000,,58.0,78.0,39.0,Egypt
20150121 000000,,69.0,85.0,,Senegal
20150121 000000,,77.0,89.0,,Senegal
20150121 000000,,50.0,,,Tunisia
20150121 000000,,76.0,92.0,,Senegal
20150121 000000,,76.0,90.0,66.0,Senegal
20150121 000000,,59.0,76.0,47.0,Egypt
20150121 000000,,74.0,90.0,52.0,Cameroon
20150121 000000,,78.0,95.0,,Senegal
20150121 000000,0.0,52.0,66.0,42.0,Tunisia
20150121 000000,,67.0,,,Senegal
20150121 000000,,64.0,84.0,47.0,Egypt
20150121 000000,,82.0,94.0,,Senegal
20150121 000000,,75.0,89.0,,Senegal
20150121 000000,,77.0,93.0,,Senegal
20150121 000000,0.0,47.0,60.0,34.0,Tunisia
20150121 000000,,81.0,,,Angola
20150121 000000,0.0,50.0,62.0,42.0,Tunisia
20150122 000000,0.0,52.0,62.0,42.0,Tunisia
20150122 000000,,72.0,88.0,52.0,Egypt
20150122 000000,,69.0,84.0,61.0,Senegal
20150122 000000,,62.0,76.0,46.0,Egypt
20150122 000000,,67.0,83.0,52.0,Egypt
20150122 000000,,61.0,78.0,,Egypt
20150122 000000,0.0,45.0,,,Tunisia
20150122 000000,,49.0,,,Tunisia
20150122 000000,,75.0,,,Senegal
20150122 000000,,67.0,86.0,,Egypt
20150122 000000,,60.0,78.0,42.0,Egypt
20150122 000000,,84.0,92.0,77.0,Cameroon
20150122 000000,,74.0,85.0,,Senegal
20150122 000000,,74.0,90.0,51.0,Cameroon
20150122 000000,,72.0,86.0,64.0,Senegal
20150122 000000,,75.0,96.0,,Senegal
20150122 000000,,82.0,92.0,72.0,Senegal
20150122 000000,0.0,49.0,60.0,41.0,Tunisia
20150122 000000,,63.0,85.0,44.0,Egypt
20150122 000000,,63.0,77.0,,Egypt
20150122 000000,,76.0,87.0,69.0,Senegal
20150122 000000,,74.0,90.0,,Senegal
20150122 000000,,87.0,103.0,64.0,Cameroon
20150122 000000,,64.0,76.0,55.0,Egypt
20150122 000000,,58.0,79.0,40.0,Egypt
20150122 000000,,76.0,91.0,68.0,Senegal
20150122 000000,,81.0,,,Angola
20150122 000000,,70.0,84.0,60.0,Senegal
20150122 000000,0.0,52.0,63.0,,Tunisia
20150122 000000,,68.0,72.0,65.0,Senegal
20150122 000000,,72.0,,,Angola
20150123 000000,,88.0,103.0,64.0,Cameroon
20150123 000000,0.04,67.0,,60.0,Angola
20150123 000000,,82.0,97.0,72.0,Senegal
20150123 000000,,78.0,,63.0,Senegal
20150123 000000,,82.0,98.0,,Senegal
20150123 000000,,63.0,86.0,49.0,Egypt
20150123 000000,,68.0,82.0,,Egypt
20150123 000000,,80.0,93.0,,Senegal
20150123 000000,,68.0,72.0,66.0,Senegal
20150123 000000,0.0,52.0,61.0,45.0,Tunisia
20150123 000000,,66.0,89.0,51.0,Egypt
20150123 000000,0.0,48.0,52.0,45.0,Tunisia
20150123 000000,,49.0,,,Tunisia
20150123 000000,,59.0,70.0,,Egypt
20150123 000000,,56.0,,,Egypt
20150123 000000,,61.0,74.0,52.0,Egypt
20150123 000000,,74.0,85.0,,Senegal
20150123 000000,,79.0,97.0,71.0,Senegal
20150123 000000,,71.0,,64.0,Senegal
20150123 000000,0.0,45.0,,35.0,Tunisia
20150123 000000,,84.0,,78.0,Cameroon
20150123 000000,,61.0,78.0,49.0,Egypt
20150123 000000,0.0,52.0,58.0,,Tunisia
20150123 000000,,59.0,77.0,48.0,Egypt
20150123 000000,,84.0,,,Senegal
20150123 000000,,56.0,75.0,48.0,Egypt
20150123 000000,,81.0,89.0,,Angola
20150123 000000,,79.0,95.0,70.0,Senegal
20150123 000000,,58.0,71.0,48.0,Egypt
20150123 000000,,71.0,89.0,54.0,Egypt
20150123 000000,,77.0,94.0,69.0,Senegal
20150123 000000,,76.0,90.0,57.0,Cameroon
20150123 000000,,78.0,86.0,,Senegal
20150124 000000,,81.0,95.0,,Senegal
20150124 000000,,79.0,89.0,,Senegal
20150124 000000,,61.0,77.0,49.0,Egypt
20150124 000000,,57.0,73.0,,Egypt
20150124 000000,0.56,49.0,,46.0,Tunisia
20150124 000000,,58.0,69.0,45.0,Egypt
20150124 000000,,67.0,72.0,,Senegal
20150124 000000,0.0,53.0,59.0,50.0,Tunisia
20150124 000000,,78.0,94.0,,Senegal
20150124 000000,,69.0,85.0,53.0,Egypt
20150124 000000,0.28,83.0,91.0,73.0,Cameroon
20150124 000000,,55.0,73.0,41.0,Egypt
20150124 000000,,74.0,92.0,,Senegal
20150124 000000,,80.0,,76.0,Angola
20150124 000000,,88.0,103.0,63.0,Cameroon
20150124 000000,,80.0,96.0,66.0,Senegal
20150124 000000,,77.0,96.0,70.0,Senegal
20150124 000000,,71.0,86.0,63.0,Senegal
20150124 000000,,68.0,85.0,57.0,Egypt
20150124 000000,,73.0,90.0,,Egypt
20150124 000000,,84.0,97.0,72.0,Senegal
