DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
20031224 000000,,81.0,,,Cameroon
20031224 000000,0.28,45.0,50.0,39.0,Tunisia
20031224 000000,,78.0,94.0,66.0,Senegal
20031224 000000,0.0,53.0,73.0,36.0,Egypt
20031224 000000,0.0,78.0,96.0,,Senegal
20031224 000000,0.0,76.0,93.0,61.0,Senegal
20031224 000000,0.0,60.0,77.0,45.0,Egypt
20031224 000000,0.0,55.0,,38.0,Egypt
20031224 000000,0.0,61.0,73.0,47.0,Egypt
20031224 000000,0.0,56.0,68.0,,Egypt
20031224 000000,0.05,45.0,52.0,,Tunisia
20031224 000000,,76.0,90.0,64.0,Senegal
20031224 000000,0.0,78.0,,,Senegal
20031224 000000,0.0,45.0,48.0,,Tunisia
20031224 000000,,76.0,,64.0,Senegal
20031224 000000,,78.0,96.0,59.0,Senegal
20031224 000000,0.0,51.0,64.0,42.0,Egypt
20031224 000000,,77.0,,,Cameroon
20031224 000000,0.0,71.0,76.0,,Egypt
20031224 000000,0.94,44.0,47.0,37.0,Tunisia
20031224 000000,0.0,53.0,71.0,38.0,Egypt
20031224 000000,0.0,54.0,67.0,41.0,Egypt
20031224 000000,0.0,53.0,67.0,43.0,Egypt
20031224 000000,0.0,81.0,97.0,59.0,Senegal
20031224 000000,,80.0,93.0,61.0,Senegal
20031224 000000,0.0,78.0,94.0,,Senegal
20031224 000000,,80.0,97.0,55.0,Senegal
20031224 000000,0.0,81.0,97.0,69.0,Senegal
20031224 000000,0.0,54.0,64.0,48.0,Egypt
20031225 000000,0.0,53.0,73.0,37.0,Egypt
20031225 000000,0.0,47.0,57.0,38.0,Tunisia
20031225 000000,,80.0,,58.0,Senegal
20031225 000000,0.03,50.0,55.0,43.0,Tunisia
20031225 000000,0.0,50.0,60.0,42.0,Egypt
20031225 000000,0.0,64.0,73.0,,Egypt
20031225 000000,,82.0,,67.0,Senegal
20031225 000000,0.0,78.0,,,Senegal
20031225 000000,0.0,66.0,81.0,52.0,Egypt
20031225 000000,0.76,49.0,55.0,44.0,Tunisia
20031225 000000,0.0,53.0,73.0,40.0,Egypt
20031225 000000,,82.0,,,Cameroon
20031225 000000,0.0,50.0,64.0,35.0,Egypt
20031225 000000,0.0,83.0,98.0,,Senegal
20031225 000000,0.0,57.0,78.0,39.0,Egypt
20031225 000000,0.0,47.0,62.0,36.0,Egypt
20031225 000000,0.02,48.0,53.0,34.0,Tunisia
20031225 000000,0.0,81.0,96.0,,Senegal
20031225 000000,,77.0,97.0,59.0,Senegal
20031225 000000,0.0,78.0,94.0,63.0,Senegal
20031225 000000,,78.0,,61.0,Senegal
20031225 000000,,77.0,,62.0,Senegal
20031225 000000,0.0,54.0,72.0,38.0,Egypt
20031225 000000,0.0,80.0,96.0,63.0,Senegal
20031225 000000,0.0,53.0,63.0,41.0,Egypt
20031225 000000,0.0,47.0,56.0,40.0,Egypt
20031225 000000,0.0,51.0,58.0,,Tunisia
20031225 000000,0.0,83.0,97.0,68.0,Senegal
20031225 000000,,81.0,98.0,70.0,Senegal
20031225 000000,0.0,73.0,77.0,68.0,Egypt
20031226 000000,0.0,51.0,61.0,41.0,Egypt
20031226 000000,0.0,51.0,65.0,35.0,Egypt
20031226 000000,,80.0,90.0,67.0,Senegal
20031226 000000,,76.0,90.0,62.0,Senegal
20031226 000000,0.0,51.0,59.0,41.0,Egypt
20031226 000000,0.0,60.0,,,Egypt
20031226 000000,0.0,46.0,57.0,37.0,Tunisia
20031226 000000,0.0,79.0,91.0,67.0,Senegal
20031226 000000,0.0,51.0,,42.0,Tunisia
20031226 000000,0.0,79.0,93.0,63.0,Senegal
20031226 000000,,83.0,,,Cameroon
20031226 000000,0.0,78.0,92.0,63.0,Senegal
20031226 000000,0.0,49.0,,41.0,Egypt
20031226 000000,0.02,53.0,,46.0,Tunisia
20031226 000000,,83.0,,,Cameroon
20031226 000000,,79.0,,59.0,Senegal
20031226 000000,0.0,73.0,77.0,70.0,Egypt
20031226 000000,0.0,51.0,60.0,40.0,Egypt
20031226 000000,0.0,54.0,64.0,,Egypt
20031226 000000,,81.0,94.0,55.0,Senegal
20031226 000000,0.0,54.0,62.0,48.0,Egypt
20031226 000000,,75.0,86.0,61.0,Senegal
20031226 000000,0.0,79.0,92.0,70.0,Senegal
20031226 000000,0.0,79.0,94.0,66.0,Senegal
20031226 000000,0.0,49.0,58.0,40.0,Tunisia
20031226 000000,,79.0,93.0,57.0,Senegal
20031226 000000,0.0,50.0,,,Tunisia
20031226 000000,0.0,76.0,89.0,67.0,Senegal
20031226 000000,0.0,52.0,64.0,,Egypt
20031226 000000,0.0,48.0,61.0,33.0,Egypt
20031226 000000,0.0,59.0,,,Egypt
20031227 000000,0.0,77.0,,61.0,Senegal
20031227 000000,,73.0,,55.0,Senegal
20031227 000000,0.0,76.0,89.0,66.0,Senegal
20031227 000000,0.0,49.0,67.0,33.0,Egypt
20031227 000000,,77.0,88.0,67.0,Senegal
20031227 000000,,82.0,,,Cameroon
20031227 000000,0.0,56.0,,,Egypt
20031227 000000,0.0,49.0,58.0,,Tunisia
20031227 000000,,77.0,,,Cameroon
20031227 000000,,48.0,56.0,,Tunisia
20031227 000000,0.0,76.0,86.0,70.0,Senegal
20031227 000000,,76.0,89.0,54.0,Senegal
20031227 000000,,70.0,83.0,58.0,Senegal
20031227 000000,0.0,46.0,61.0,35.0,Tunisia
20031227 000000,0.0,43.0,53.0,33.0,Tunisia
20031227 000000,0.0,55.0,65.0,40.0,Egypt
20031227 000000,0.0,75.0,86.0,,Senegal
20031227 000000,0.0,53.0,64.0,46.0,Egypt
20031227 000000,0.0,51.0,68.0,34.0,Egypt
20031227 000000,,45.0,59.0,,Tunisia
20031227 000000,0.0,74.0,87.0,,Senegal
20031227 000000,0.0,53.0,62.0,46.0,Egypt
20031227 000000,0.0,47.0,68.0,32.0,Egypt
20031227 000000,,53.0,,46.0,Egypt
20031227 000000,,78.0,90.0,54.0,Senegal
20031227 000000,0.0,54.0,65.0,46.0,Egypt
20031227 000000,0.0,50.0,64.0,35.0,Egypt
20031227 000000,0.0,69.0,74.0,,Egypt
20031227 000000,0.0,75.0,91.0,62.0,Senegal
20031227 000000,0.0,58.0,,47.0,Egypt
20031227 000000,0.0,76.0,86.0,66.0,Senegal
20031228 000000,0.0,67.0,73.0,,Egypt
20031228 000000,0.0,51.0,66.0,36.0,Egypt
20031228 000000,,50.0,64.0,,Tunisia
20031228 000000,,81.0,,,Cameroon
20031228 000000,,67.0,,,Senegal
20031228 000000,,74.0,,49.0,Senegal
20031228 000000,0.0,52.0,67.0,38.0,Egypt
20031228 000000,0.0,74.0,86.0,62.0,Senegal
20031228 000000,0.0,53.0,67.0,40.0,Egypt
20031228 000000,0.0,51.0,61.0,38.0,Tunisia
20031228 000000,0.0,53.0,69.0,36.0,Egypt
20031228 000000,,75.0,,67.0,Senegal
20031228 000000,,68.0,,52.0,Senegal
20031228 000000,,73.0,,65.0,Senegal
20031228 000000,0.0,56.0,69.0,,Egypt
20031228 000000,,76.0,88.0,53.0,Senegal
20031228 000000,0.02,56.0,66.0,49.0,Egypt
20031228 000000,,72.0,,,Senegal
20031228 000000,0.0,54.0,68.0,37.0,Egypt
20031228 000000,,71.0,,57.0,Senegal
20031228 000000,0.0,53.0,66.0,44.0,Egypt
20031228 000000,,55.0,62.0,48.0,Egypt
20031228 000000,0.0,57.0,64.0,51.0,Egypt
20031228 000000,0.0,61.0,68.0,51.0,Egypt
20031228 000000,0.0,46.0,58.0,,Tunisia
20031228 000000,,79.0,,,Senegal
20031228 000000,,50.0,60.0,,Tunisia
20031228 000000,,76.0,,,Cameroon
20031228 000000,0.0,45.0,52.0,38.0,Tunisia
20031228 000000,,74.0,,57.0,Senegal
20031228 000000,,74.0,,63.0,Senegal
20031229 000000,0.0,74.0,80.0,72.0,Senegal
20031229 000000,0.0,60.0,74.0,,Egypt
20031229 000000,0.0,52.0,69.0,40.0,Egypt
20031229 000000,0.0,54.0,65.0,,Egypt
20031229 000000,0.0,54.0,67.0,41.0,Egypt
20031229 000000,0.07,51.0,58.0,45.0,Tunisia
20031229 000000,0.0,56.0,64.0,45.0,Egypt
20031229 000000,0.0,77.0,89.0,65.0,Senegal
20031229 000000,0.0,73.0,84.0,65.0,Senegal
20031229 000000,,75.0,89.0,57.0,Senegal
20031229 000000,0.0,68.0,74.0,60.0,Egypt
20031229 000000,0.0,59.0,72.0,50.0,Egypt
20031229 000000,0.0,52.0,67.0,38.0,Egypt
20031229 000000,,81.0,,,Cameroon
20031229 000000,0.0,54.0,71.0,38.0,Egypt
20031229 000000,0.0,73.0,102.0,63.0,Senegal
20031229 000000,0.12,49.0,55.0,33.0,Tunisia
20031229 000000,,76.0,86.0,58.0,Senegal
20031229 000000,0.06,51.0,56.0,,Tunisia
20031229 000000,0.0,76.0,89.0,,Senegal
20031229 000000,0.0,76.0,86.0,66.0,Senegal
20031229 000000,,71.0,88.0,,Senegal
20031229 000000,0.0,58.0,69.0,47.0,Egypt
20031229 000000,0.0,45.0,53.0,,Tunisia
20031229 000000,0.0,76.0,85.0,63.0,Senegal
20031229 000000,0.0,49.0,67.0,36.0,Egypt
20031229 000000,,52.0,56.0,,Tunisia
20031229 000000,0.0,61.0,70.0,,Egypt
20031229 000000,,72.0,86.0,,Senegal
20031230 000000,0.04,45.0,54.0,37.0,Tunisia
20031230 000000,,51.0,59.0,,Tunisia
20031230 000000,0.0,53.0,71.0,41.0,Egypt
20031230 000000,0.0,74.0,89.0,62.0,Senegal
20031230 000000,0.0,59.0,70.0,,Egypt
20031230 000000,0.0,75.0,90.0,63.0,Senegal
20031230 000000,,86.0,,,Cameroon
20031230 000000,0.07,50.0,,41.0,Tunisia
20031230 000000,0.0,56.0,66.0,46.0,Egypt
20031230 000000,0.03,49.0,54.0,44.0,Tunisia
20031230 000000,0.0,69.0,76.0,62.0,Egypt
20031230 000000,,78.0,94.0,66.0,Senegal
20031230 000000,0.0,63.0,78.0,48.0,Egypt
20031230 000000,0.0,75.0,82.0,68.0,Senegal
20031230 000000,,75.0,91.0,54.0,Senegal
20031230 000000,,79.0,93.0,56.0,Senegal
20031230 000000,0.0,53.0,68.0,38.0,Egypt
20031230 000000,0.0,77.0,91.0,62.0,Senegal
20031230 000000,0.0,58.0,69.0,50.0,Egypt
20031230 000000,0.0,75.0,89.0,65.0,Senegal
20031230 000000,0.0,51.0,67.0,37.0,Egypt
20031230 000000,0.0,51.0,,35.0,Egypt
20031230 000000,0.0,65.0,72.0,55.0,Egypt
20031230 000000,,79.0,91.0,54.0,Senegal
20031230 000000,,81.0,,,Cameroon
20031230 000000,,76.0,87.0,62.0,Senegal
20031230 000000,0.0,52.0,69.0,39.0,Egypt
20031230 000000,0.0,60.0,76.0,42.0,Egypt
20031230 000000,0.03,49.0,,,Tunisia
20031230 000000,0.0,75.0,89.0,66.0,Senegal
20031231 000000,0.0,54.0,62.0,47.0,Tunisia
20031231 000000,0.0,58.0,71.0,47.0,Egypt
20031231 000000,,79.0,95.0,,Senegal
20031231 000000,,79.0,91.0,60.0,Senegal
20031231 000000,,71.0,94.0,52.0,Senegal
20031231 000000,0.0,52.0,71.0,37.0,Egypt
20031231 000000,0.0,79.0,94.0,61.0,Senegal
20031231 000000,0.0,72.0,80.0,64.0,Egypt
20031231 000000,0.0,54.0,61.0,47.0,Tunisia
20031231 000000,0.0,66.0,77.0,58.0,Egypt
20031231 000000,0.02,50.0,,,Tunisia
20031231 000000,,83.0,,,Cameroon
20031231 000000,0.0,76.0,96.0,62.0,Senegal
20031231 000000,0.0,64.0,74.0,54.0,Egypt
20031231 000000,0.06,49.0,53.0,37.0,Tunisia
20031231 000000,0.0,74.0,91.0,59.0,Senegal
20031231 000000,0.0,75.0,92.0,66.0,Senegal
20031231 000000,0.0,75.0,88.0,62.0,Senegal
20031231 000000,0.0,58.0,72.0,43.0,Egypt
20031231 000000,0.0,50.0,70.0,32.0,Egypt
20031231 000000,0.0,76.0,93.0,60.0,Senegal
20031231 000000,0.0,56.0,65.0,44.0,Egypt
20031231 000000,,79.0,,,Cameroon
20031231 000000,0.0,54.0,73.0,37.0,Egypt
20031231 000000,,80.0,93.0,61.0,Senegal
20031231 000000,0.0,53.0,69.0,43.0,Egypt
20031231 000000,0.0,74.0,92.0,56.0,Senegal
20031231 000000,,76.0,94.0,59.0,Senegal
20031231 000000,0.0,52.0,72.0,39.0,Egypt
20031231 000000,0.0,51.0,71.0,,Egypt
20031231 000000,0.0,49.0,59.0,39.0,Tunisia
20040101 000000,,80.0,,55.0,Senegal
20040101 000000,0.0,78.0,,64.0,Senegal
20040101 000000,0.0,51.0,58.0,41.0,Tunisia
20040101 000000,,88.0,,,Cameroon
20040101 000000,0.0,49.0,58.0,,Tunisia
20040101 000000,,71.0,90.0,63.0,Senegal
20040101 000000,0.0,62.0,73.0,,Egypt
20040101 000000,,82.0,,,Cameroon
20040101 000000,0.0,54.0,,40.0,Egypt
20040101 000000,0.0,52.0,68.0,36.0,Egypt
20040101 000000,0.02,51.0,,43.0,Tunisia
20040101 000000,0.0,56.0,67.0,48.0,Egypt
20040101 000000,0.0,54.0,69.0,40.0,Egypt
20040101 000000,0.0,75.0,94.0,58.0,Senegal
20040101 000000,0.0,54.0,76.0,37.0,Egypt
20040101 000000,0.0,74.0,83.0,67.0,Senegal
20040101 000000,0.0,80.0,96.0,61.0,Senegal
20040101 000000,,79.0,95.0,,Senegal
20040101 000000,0.0,53.0,60.0,,Tunisia
20040101 000000,0.0,54.0,70.0,39.0,Egypt
20040101 000000,0.0,56.0,76.0,41.0,Egypt
20040101 000000,0.0,73.0,77.0,71.0,Egypt
20040101 000000,,76.0,,59.0,Senegal
20040101 000000,0.0,65.0,77.0,54.0,Egypt
20040101 000000,0.12,48.0,52.0,32.0,Tunisia
20040101 000000,,80.0,98.0,63.0,Senegal
20040101 000000,,74.0,95.0,54.0,Senegal
20040101 000000,0.0,51.0,71.0,33.0,Egypt
20040101 000000,0.0,78.0,92.0,,Senegal
20040101 000000,0.0,52.0,64.0,41.0,Egypt
20040101 000000,0.0,76.0,93.0,61.0,Senegal
20040102 000000,0.02,49.0,52.0,,Tunisia
20040102 000000,,83.0,,,Cameroon
20040102 000000,0.0,73.0,91.0,,Senegal
20040102 000000,,76.0,90.0,61.0,Senegal
20040102 000000,0.46,47.0,54.0,35.0,Tunisia
20040102 000000,0.0,54.0,64.0,45.0,Egypt
20040102 000000,0.0,51.0,68.0,35.0,Egypt
20040102 000000,0.0,47.0,58.0,41.0,Tunisia
20040102 000000,0.0,49.0,57.0,45.0,Tunisia
20040102 000000,0.0,75.0,94.0,59.0,Senegal
20040102 000000,0.0,79.0,94.0,67.0,Senegal
20040102 000000,0.0,77.0,94.0,63.0,Senegal
20040102 000000,0.0,54.0,74.0,38.0,Egypt
20040102 000000,,72.0,96.0,51.0,Senegal
20040102 000000,,79.0,95.0,,Senegal
20040102 000000,0.0,73.0,93.0,60.0,Senegal
20040102 000000,0.0,75.0,91.0,63.0,Senegal
20040102 000000,0.0,59.0,78.0,39.0,Egypt
20040102 000000,0.0,56.0,64.0,,Egypt
20040102 000000,0.0,72.0,77.0,68.0,Egypt
20040102 000000,0.0,54.0,65.0,42.0,Egypt
20040102 000000,0.0,57.0,73.0,41.0,Egypt
20040102 000000,0.0,65.0,78.0,54.0,Egypt
20040102 000000,,77.0,95.0,54.0,Senegal
20040102 000000,0.0,78.0,95.0,61.0,Senegal
20040102 000000,0.0,53.0,62.0,45.0,Egypt
20040102 000000,,50.0,58.0,44.0,Tunisia
20040102 000000,,88.0,,,Cameroon
20040102 000000,0.0,61.0,74.0,47.0,Egypt
20040102 000000,0.0,75.0,81.0,,Senegal
20040102 000000,0.0,55.0,76.0,38.0,Egypt
20040103 000000,0.0,78.0,94.0,,Senegal
20040103 000000,,79.0,,,Senegal
20040103 000000,0.0,74.0,81.0,,Senegal
20040103 000000,0.0,53.0,64.0,44.0,Egypt
20040103 000000,0.0,56.0,72.0,39.0,Egypt
20040103 000000,0.0,62.0,74.0,,Egypt
20040103 000000,0.01,51.0,,45.0,Tunisia
20040103 000000,,76.0,96.0,52.0,Senegal
20040103 000000,0.52,49.0,56.0,45.0,Tunisia
20040103 000000,,79.0,95.0,52.0,Senegal
20040103 000000,0.0,53.0,69.0,38.0,Egypt
20040103 000000,0.0,75.0,94.0,58.0,Senegal
20040103 000000,0.99,48.0,53.0,43.0,Tunisia
20040103 000000,0.0,53.0,69.0,,Egypt
20040103 000000,,78.0,,59.0,Senegal
20040103 000000,0.0,60.0,70.0,52.0,Egypt
20040103 000000,0.0,54.0,65.0,,Egypt
20040103 000000,0.0,52.0,66.0,36.0,Egypt
20040103 000000,0.0,75.0,,,Senegal
20040103 000000,,81.0,,,Cameroon
20040103 000000,0.0,55.0,65.0,48.0,Egypt
20040103 000000,0.0,54.0,68.0,39.0,Egypt
20040103 000000,,76.0,89.0,,Senegal
20040103 000000,0.0,82.0,95.0,59.0,Senegal
20040103 000000,0.0,49.0,66.0,31.0,Egypt
20040103 000000,0.02,53.0,60.0,46.0,Tunisia
20040103 000000,,48.0,56.0,,Tunisia
20040103 000000,,81.0,,,Cameroon
20040103 000000,,79.0,91.0,,Senegal
20040103 000000,0.0,73.0,77.0,68.0,Egypt
20040103 000000,,80.0,91.0,,Senegal
20040104 000000,,78.0,93.0,54.0,Senegal
20040104 000000,0.0,56.0,72.0,41.0,Egypt
20040104 000000,0.0,59.0,81.0,43.0,Egypt
20040104 000000,0.0,77.0,90.0,64.0,Senegal
20040104 000000,0.0,72.0,76.0,65.0,Egypt
20040104 000000,0.0,59.0,78.0,44.0,Egypt
20040104 000000,0.0,50.0,59.0,40.0,Tunisia
20040104 000000,0.0,55.0,73.0,39.0,Egypt
20040104 000000,0.0,62.0,72.0,51.0,Egypt
20040104 000000,,80.0,92.0,62.0,Senegal
20040104 000000,0.0,51.0,56.0,,Tunisia
20040104 000000,0.39,50.0,55.0,,Tunisia
20040104 000000,0.0,53.0,73.0,38.0,Egypt
20040104 000000,0.0,54.0,60.0,,Tunisia
20040104 000000,0.0,53.0,76.0,35.0,Egypt
20040104 000000,0.0,56.0,71.0,41.0,Egypt
20040104 000000,0.0,57.0,68.0,49.0,Egypt
20040104 000000,0.0,83.0,96.0,62.0,Senegal
20040104 000000,0.02,52.0,58.0,46.0,Tunisia
20040104 000000,,81.0,96.0,,Senegal
20040104 000000,,73.0,86.0,,Senegal
20040104 000000,0.0,73.0,79.0,71.0,Senegal
20040104 000000,0.0,72.0,85.0,,Senegal
20040104 000000,,81.0,,,Cameroon
20040104 000000,0.0,63.0,77.0,50.0,Egypt
20040104 000000,0.0,55.0,63.0,50.0,Egypt
20040104 000000,0.0,76.0,93.0,58.0,Senegal
20040104 000000,,78.0,94.0,55.0,Senegal
20040104 000000,,73.0,97.0,53.0,Senegal
20040104 000000,,79.0,96.0,,Senegal
20040105 000000,,76.0,90.0,,Senegal
20040105 000000,,78.0,94.0,,Senegal
20040105 000000,0.0,48.0,60.0,35.0,Tunisia
20040105 000000,,78.0,90.0,,Senegal
20040105 000000,,56.0,65.0,48.0,Egypt
20040105 000000,0.0,55.0,70.0,42.0,Egypt
20040105 000000,0.0,56.0,,45.0,Egypt
20040105 000000,0.0,75.0,87.0,65.0,Senegal
20040105 000000,0.0,53.0,65.0,45.0,Egypt
20040105 000000,0.05,49.0,53.0,,Tunisia
20040105 000000,0.0,57.0,69.0,46.0,Egypt
20040105 000000,,75.0,87.0,,Senegal
20040105 000000,,79.0,90.0,,Senegal
20040105 000000,0.0,50.0,60.0,,Tunisia
20040105 000000,0.0,55.0,67.0,42.0,Egypt
20040105 000000,,72.0,,59.0,Senegal
20040105 000000,0.0,73.0,77.0,68.0,Egypt
20040105 000000,0.0,56.0,64.0,49.0,Egypt
20040105 000000,0.0,65.0,76.0,53.0,Egypt
20040105 000000,,83.0,,,Cameroon
20040105 000000,,74.0,81.0,,Senegal
20040105 000000,0.03,50.0,55.0,45.0,Tunisia
20040105 000000,0.0,59.0,73.0,43.0,Egypt
20040105 000000,,83.0,94.0,,Senegal
20040105 000000,,77.0,93.0,61.0,Senegal
20040105 000000,,53.0,,42.0,Tunisia
20040105 000000,,74.0,94.0,,Senegal
20040105 000000,0.0,65.0,80.0,53.0,Egypt
20040105 000000,0.0,62.0,,44.0,Egypt
20040105 000000,,78.0,,,Senegal
20040106 000000,,72.0,,57.0,Senegal
20040106 000000,,52.0,62.0,43.0,Tunisia
20040106 000000,0.0,55.0,66.0,37.0,Egypt
20040106 000000,,83.0,97.0,,Senegal
20040106 000000,0.0,66.0,80.0,,Egypt
20040106 000000,,83.0,98.0,67.0,Senegal
20040106 000000,0.0,74.0,81.0,,Senegal
20040106 000000,0.0,51.0,60.0,43.0,Egypt
20040106 000000,0.0,61.0,64.0,,Egypt
20040106 000000,,83.0,98.0,65.0,Senegal
20040106 000000,0.0,78.0,95.0,63.0,Senegal
20040106 000000,0.0,81.0,98.0,66.0,Senegal
20040106 000000,0.0,72.0,92.0,64.0,Senegal
20040106 000000,,83.0,,,Cameroon
20040106 000000,0.0,52.0,,42.0,Tunisia
20040106 000000,,63.0,67.0,60.0,Egypt
20040106 000000,,76.0,90.0,64.0,Senegal
20040106 000000,,94.0,,,Cameroon
20040106 000000,0.0,74.0,77.0,72.0,Egypt
20040106 000000,0.0,45.0,58.0,33.0,Tunisia
20040106 000000,0.0,60.0,65.0,56.0,Egypt
20040106 000000,0.0,74.0,91.0,,Senegal
20040106 000000,0.04,57.0,66.0,,Egypt
20040106 000000,0.0,53.0,67.0,39.0,Egypt
20040106 000000,,54.0,63.0,,Egypt
20040106 000000,0.0,80.0,99.0,68.0,Senegal
20040106 000000,0.0,73.0,89.0,60.0,Senegal
20040106 000000,0.0,54.0,66.0,45.0,Egypt
20040106 000000,0.01,51.0,61.0,34.0,Tunisia
20040106 000000,0.01,53.0,62.0,,Tunisia
20040106 000000,0.0,54.0,68.0,41.0,Egypt
20040107 000000,,71.0,,55.0,Senegal
20040107 000000,0.0,54.0,62.0,45.0,Egypt
20040107 000000,0.0,75.0,85.0,67.0,Senegal
20040107 000000,0.12,53.0,58.0,,Egypt
20040107 000000,0.0,72.0,80.0,,Senegal
20040107 000000,0.0,54.0,65.0,45.0,Egypt
20040107 000000,0.28,56.0,59.0,,Egypt
20040107 000000,0.0,45.0,58.0,,Tunisia
20040107 000000,,86.0,,,Cameroon
20040107 000000,0.0,78.0,96.0,66.0,Senegal
20040107 000000,,78.0,87.0,64.0,Senegal
20040107 000000,0.0,57.0,68.0,45.0,Egypt
20040107 000000,,81.0,,,Cameroon
20040107 000000,,81.0,89.0,,Senegal
20040107 000000,0.0,52.0,61.0,43.0,Tunisia
20040107 000000,0.0,49.0,60.0,41.0,Tunisia
20040107 000000,0.0,55.0,68.0,42.0,Egypt
20040107 000000,0.0,60.0,69.0,53.0,Egypt
20040107 000000,0.0,60.0,67.0,,Egypt
20040107 000000,0.0,79.0,89.0,71.0,Senegal
20040107 000000,,75.0,82.0,68.0,Senegal
20040107 000000,0.0,54.0,66.0,43.0,Egypt
20040107 000000,,75.0,84.0,65.0,Senegal
20040107 000000,0.0,71.0,75.0,,Egypt
20040107 000000,0.0,54.0,61.0,49.0,Egypt
20040107 000000,,49.0,54.0,46.0,Egypt
20040107 000000,0.0,80.0,91.0,65.0,Senegal
20040107 000000,0.0,72.0,77.0,67.0,Senegal
20040107 000000,0.0,49.0,64.0,38.0,Tunisia
20040107 000000,0.0,46.0,58.0,36.0,Tunisia
20040108 000000,,73.0,76.0,71.0,Senegal
20040108 000000,,81.0,87.0,67.0,Senegal
20040108 000000,0.0,49.0,58.0,42.0,Egypt
20040108 000000,0.0,54.0,,42.0,Egypt
20040108 000000,,83.0,,,Cameroon
20040108 000000,0.0,75.0,84.0,68.0,Senegal
20040108 000000,0.0,50.0,,40.0,Tunisia
20040108 000000,0.0,52.0,,44.0,Tunisia
20040108 000000,,70.0,,60.0,Senegal
20040108 000000,0.0,52.0,66.0,41.0,Egypt
20040108 000000,0.28,52.0,57.0,48.0,Egypt
20040108 000000,,49.0,63.0,,Tunisia
20040108 000000,,75.0,86.0,69.0,Senegal
20040108 000000,,73.0,77.0,,Senegal
20040108 000000,,79.0,84.0,73.0,Senegal
20040108 000000,0.0,55.0,65.0,46.0,Egypt
20040108 000000,0.0,66.0,75.0,57.0,Egypt
20040108 000000,0.0,52.0,64.0,42.0,Egypt
20040108 000000,,74.0,81.0,,Senegal
20040108 000000,0.0,51.0,63.0,38.0,Egypt
20040108 000000,0.0,51.0,62.0,39.0,Egypt
20040108 000000,,74.0,77.0,70.0,Senegal
20040108 000000,,77.0,83.0,70.0,Senegal
20040108 000000,0.0,44.0,60.0,30.0,Tunisia
20040108 000000,,73.0,76.0,,Senegal
20040108 000000,0.0,78.0,87.0,73.0,Senegal
20040108 000000,0.08,53.0,,,Egypt
20040108 000000,0.0,58.0,67.0,,Egypt
20040108 000000,0.0,72.0,,,Senegal
20040108 000000,0.0,46.0,59.0,,Tunisia
20040108 000000,0.0,52.0,61.0,45.0,Egypt
20040108 000000,,82.0,,,Cameroon
20040109 000000,0.0,53.0,65.0,36.0,Egypt
20040109 000000,0.0,59.0,67.0,,Egypt
20040109 000000,0.0,46.0,,35.0,Tunisia
20040109 000000,0.0,71.0,77.0,65.0,Senegal
20040109 000000,,72.0,,63.0,Senegal
20040109 000000,0.02,73.0,77.0,,Senegal
20040109 000000,0.0,53.0,63.0,33.0,Tunisia
20040109 000000,,51.0,62.0,44.0,Egypt
20040109 000000,0.24,53.0,60.0,45.0,Egypt
20040109 000000,0.0,72.0,85.0,,Senegal
20040109 000000,0.0,53.0,66.0,45.0,Egypt
20040109 000000,0.0,65.0,73.0,56.0,Egypt
20040109 000000,,69.0,76.0,,Senegal
20040109 000000,0.0,51.0,67.0,37.0,Egypt
20040109 000000,0.0,50.0,64.0,33.0,Egypt
20040109 000000,,71.0,,,Senegal
20040109 000000,0.0,55.0,62.0,47.0,Tunisia
20040109 000000,0.0,52.0,65.0,42.0,Egypt
20040109 000000,0.0,76.0,83.0,65.0,Senegal
20040109 000000,0.0,54.0,66.0,,Egypt
20040109 000000,0.2,52.0,58.0,46.0,Egypt
20040109 000000,0.0,56.0,64.0,47.0,Tunisia
20040109 000000,,74.0,81.0,71.0,Senegal
20040109 000000,,83.0,,,Cameroon
20040109 000000,0.0,73.0,79.0,64.0,Senegal
20040109 000000,0.0,53.0,65.0,38.0,Egypt
20040109 000000,0.0,71.0,,67.0,Senegal
20040109 000000,,82.0,,,Cameroon
20040109 000000,,76.0,82.0,60.0,Senegal
20040109 000000,0.0,73.0,79.0,68.0,Senegal
20040109 000000,0.0,56.0,61.0,50.0,Tunisia
20040110 000000,0.0,74.0,81.0,61.0,Senegal
20040110 000000,,83.0,,,Cameroon
20040110 000000,,85.0,94.0,,Senegal
20040110 000000,0.2,54.0,,47.0,Egypt
20040110 000000,0.0,56.0,70.0,46.0,Egypt
20040110 000000,0.0,67.0,73.0,59.0,Egypt
20040110 000000,0.0,76.0,91.0,,Senegal
20040110 000000,0.0,54.0,66.0,44.0,Egypt
20040110 000000,0.0,78.0,92.0,69.0,Senegal
20040110 000000,,75.0,89.0,64.0,Senegal
20040110 000000,0.0,57.0,70.0,44.0,Egypt
20040110 000000,0.0,56.0,,49.0,Egypt
20040110 000000,0.0,53.0,67.0,39.0,Egypt
20040110 000000,,76.0,86.0,,Senegal
20040110 000000,,78.0,,,Cameroon
20040110 000000,0.0,61.0,64.0,32.0,Tunisia
20040110 000000,0.0,81.0,92.0,60.0,Senegal
20040110 000000,0.0,59.0,67.0,48.0,Tunisia
20040110 000000,0.0,54.0,64.0,43.0,Egypt
